Diameter,Latitude,Longitude (West),Axial Ratio,Degradation,Geol. Unit,Note
2.33,16.13,177.59,1.16,,ICT,
2.33,-36.96,56.93,1.00,,ST,
2.33,-32.38,187.95,1.00,,ICT,
2.33,-55.64,342.17,1.12,,ICT,
2.33,65.02,52.70,,2,ST,
2.33,-0.95,121.93,1.00,,ICT,
2.33,63.96,123.21,,3,ICT,
2.33,3.96,203.03,1.06,,ICT,
2.33,36.61,108.92,,4,ST,
2.33,68.17,102.57,,3,DCT1,
2.33,-38.81,145.78,1.07,,ICT,
2.33,62.88,112.21,,3,ST,
2.33,54.08,100.27,,1,ST,
2.33,-52.52,355.11,1.00,,ET,
2.33,0.24,235.90,,3,ST,
2.33,-25.21,75.75,1.00,,ST,
2.33,-18.72,235.62,,1,ICT,
2.33,17.95,147.77,1.18,,FBT,
2.33,-23.03,93.83,1.00,,ST,
2.33,-54.00,348.84,1.00,,ICT,
2.33,68.06,190.17,,2,ICT,
2.33,65.36,119.30,,2,ST,
2.33,13.75,1.97,1.04,,ICT,
2.33,70.81,162.41,,1,ST,
2.33,54.20,305.76,,1,DCT2,
2.33,-55.49,211.75,1.00,,ICT,
2.33,24.87,312.01,1.08,,DCT1,
2.33,64.78,149.47,,3,FBT,
2.33,0.01,133.07,1.00,,ICT,
2.33,6.00,154.65,1.00,,ICT,
2.33,-20.82,80.74,1.01,,DCT1,
2.33,-35.70,269.34,1.00,,ST,
2.32,46.76,328.47,1.08,,ICT,
2.32,22.62,325.70,1.13,,ST,
2.32,10.44,181.49,1.00,,ICT,
2.32,64.37,103.20,,3,ICT,
2.32,-4.53,157.34,1.00,,ICT,
2.32,20.94,161.97,1.00,,ICT,
2.32,73.71,152.20,,3,ST,
2.32,56.86,112.91,,2,ICT,
2.32,43.17,259.84,,1,DCT2,
2.32,28.19,200.24,1.04,,ST,
2.32,-12.51,333.37,1.00,,DCT1,
2.32,22.50,356.43,1.04,,FBT,
2.32,43.14,306.70,1.05,,DCT2,
2.32,17.69,151.10,1.09,,ICT,
2.32,39.80,107.68,,3,ICT,
2.32,-44.49,108.30,,4,FBT,
2.32,36.01,86.58,,4,ICT,
2.32,16.40,189.85,1.00,,ST,
2.32,18.16,318.62,1.00,,ET,
2.32,-11.47,351.40,1.00,,ST,
2.32,-14.56,79.11,1.01,,FBT,
2.32,-13.42,129.28,1.02,,ICT,
2.32,48.88,110.63,,1,ICT,
2.32,50.49,101.89,,3,ST,
2.32,-43.60,49.20,1.00,,ST,
2.32,3.58,169.18,1.00,,ST,
2.32,16.09,308.23,1.18,,ST,
2.32,-32.41,342.82,1.05,,ST,
2.32,-13.97,319.24,1.00,,ICT,
2.32,38.57,272.31,1.22,,FBT,
2.32,73.39,171.31,,3,ICT,
2.32,48.83,105.24,,3,ICT,
2.32,42.04,112.05,,3,FBT,
2.32,22.59,321.10,1.28,,DCT1,
2.32,3.76,128.85,1.02,,ST,
2.32,-68.20,320.13,1.01,,ST,
2.32,64.39,217.07,,4,ICT,
2.31,49.59,86.15,,3,ST,
2.31,-1.03,125.36,1.22,,FBT,
2.31,-19.04,65.73,1.05,,DCT2,
2.31,72.28,163.30,,4,ST,
2.31,-41.83,104.17,,3,ST,
2.31,-66.79,343.29,1.10,,ST,
2.31,80.12,202.90,,4,ET,
2.31,25.08,294.75,1.16,,DCT1,
2.31,-19.66,235.78,,3,ICT,
2.31,53.72,149.16,,3,DCT2,
2.31,55.52,240.40,,1,FBT,
2.31,60.98,190.85,,1,ICT,
2.31,-1.54,304.91,1.00,,DCT1,
2.31,-62.20,357.68,1.01,,FBT,
2.31,48.21,106.88,,1,DCT2,
2.31,54.29,98.14,,2,FBT,
2.31,36.38,199.08,1.01,,ICT,
2.31,42.59,297.15,,4,ST,
2.31,-18.98,235.79,,3,ST,
2.31,61.85,188.60,,2 ellipse,DCT2,
2.31,53.57,108.46,,2,FBT,
2.31,-18.26,150.80,1.02,,ST,
2.31,-0.79,283.18,1.13,,ICT,
2.31,7.78,198.94,1.07,,DCT2,
2.31,0.31,239.08,,4,ICT,
2.31,-22.99,149.32,1.00,,FBT,
2.31,-21.89,313.00,1.00,,ICT,
2.31,28.41,86.43,,3,FBT,
2.31,-28.80,139.54,1.03,,FBT,
2.31,66.99,146.65,,4,ET,
2.31,65.51,120.89,,2,ST,
2.30,-31.53,143.85,1.00,,ET,
2.30,-51.48,329.35,1.00,,DCT1,
2.30,55.55,163.31,,4,DCT1,
2.30,63.16,139.56,,3,ET,
2.30,7.07,177.99,1.24,,FBT,
2.30,54.87,97.92,,2,DCT1,
2.30,72.80,147.56,,4,DCT1,
2.30,7.83,148.03,1.08,,ICT,
2.30,-0.75,96.99,,1,ST,
2.30,1.89,113.80,1.00,,DCT1,
2.30,77.38,138.86,,2,ST,
2.30,2.02,95.55,,1,ST,
2.30,-3.43,123.51,1.16,,ST,
2.30,65.84,18.39,,4,DCT1,
2.30,58.69,177.33,,3 ellipse,ST,
2.30,56.02,183.14,,4,ST,
2.30,-6.29,158.54,1.07,,DCT2,
2.30,-62.03,359.42,1.00,,DCT2,
2.30,62.69,87.96,,3,ICT,
2.30,0.72,328.44,1.09,,ICT,
2.30,44.36,114.32,,3,ICT,
2.30,32.83,104.63,,4,ST,
2.30,-3.42,145.23,1.00,,FBT,
2.30,-1.07,150.60,1.00,,ST,
2.30,37.29,96.60,,3,ST,
2.30,-6.60,167.40,1.00,,ST,
2.30,64.85,153.84,,2,ICT,
2.30,66.79,102.61,,4,ST,
2.30,35.29,89.77,,2,ICT,
2.30,35.66,108.82,,4,DCT1,
2.30,32.60,101.91,,2,ST,
2.30,37.59,287.92,,secondary 1,ST,
2.30,61.87,143.75,,4,ST,
2.30,53.34,112.75,,4,ST,
2.30,-12.32,141.66,1.00,,FBT,
2.30,38.97,87.28,,2,DCT1,
2.30,55.43,168.18,,4,ST,
2.29,32.79,346.60,1.04,,ST,
2.29,-27.44,200.80,1.00,,ST,
2.29,48.62,142.80,,3,DCT1,
2.29,75.50,179.54,,1 ellipse,ICT,
2.29,-2.98,190.83,1.00,,ICT,
2.29,-0.80,302.71,1.00,,DCT1,
2.29,-3.46,303.27,1.00,,DCT1,
2.29,39.94,93.20,,1,FBT,
2.29,-22.11,166.63,1.00,,FBT,
2.29,-23.35,146.94,1.00,,ICT,
2.29,39.10,303.79,1.10,,ST,
2.29,-59.64,310.33,1.00,,ICT,
2.29,6.29,289.91,1.00,,ET,
2.29,50.11,117.22,,3,FBT,
2.29,-8.91,146.59,1.15,,FBT,
2.29,38.23,103.20,,3,FBT,
2.29,23.76,309.46,1.00,,ST,
2.29,69.87,183.61,,1,ICT,
2.29,22.70,306.02,1.46,,ST,
2.29,52.06,117.66,,4,ICT,
2.29,52.90,110.82,,3,DCT2,
2.29,7.07,133.45,1.10,,ICT,
2.29,-28.30,197.98,1.00,,ST,
2.29,62.54,74.96,,3,ST,
2.29,52.42,304.34,,2 ellipse,ST,
2.29,29.15,324.05,1.42,,ICT,
2.29,0.33,292.17,1.11,,ST,
2.29,54.99,76.77,,3,FBT,
2.29,18.12,181.22,1.20,,ICT,
2.29,-28.15,55.73,1.05,,FBT,
2.29,-1.25,236.30,,1,ST,
2.28,61.60,56.67,,2,ICT,
2.28,-37.11,102.87,,1,ST,
2.28,-18.10,152.39,1.01,,FBT,
2.28,74.03,235.68,,4,ICT,
2.28,67.44,140.07,,3,ET,
2.28,37.75,106.97,,3,ICT,
2.28,38.58,98.80,,2,ST,
2.28,25.38,178.39,1.27,,DCT2,
2.28,12.58,135.25,1.08,,DCT1,
2.28,-12.28,77.08,1.04,,ST,
2.28,-28.09,135.97,1.00,,DCT2,
2.28,-20.36,233.86,,secondary 3,ST,
2.28,52.05,183.65,1.09,,ST,
2.28,62.68,13.49,,1,ET,
2.28,21.36,358.57,1.18,,ICT,
2.28,2.32,90.01,1.04,,DCT2,
2.28,38.46,83.51,,3,ICT,
2.28,39.43,91.61,,2,ICT,
2.28,17.10,51.76,1.03,,ST,
2.28,13.67,121.92,1.10,,ST,
2.28,57.73,354.83,1.05,,ST,
2.28,29.61,294.73,1.13,,ICT,
2.28,-12.75,73.12,1.04,,ST,
2.28,62.20,63.70,,3,ICT,
2.28,-26.96,302.17,1.00,,FBT,
2.28,-24.17,326.79,1.00,,ST,
2.28,40.66,93.90,,3,ST,
2.27,-15.08,83.10,1.04,,FBT,
2.27,67.55,115.28,,3,FBT,
2.27,41.67,95.78,,3,ST,
2.27,-9.98,195.19,1.00,,ST,
2.27,13.73,202.95,1.00,,ST,
2.27,38.85,345.17,1.06,,ST,
2.27,16.01,292.45,1.00,,ICT,
2.27,-14.37,130.73,1.06,,ICT,
2.27,53.23,145.88,,4,ICT,
2.27,34.17,83.52,,2,FBT,
2.27,-27.88,232.28,,4,ST,
2.27,63.41,54.88,,2,DCT1,
2.27,16.33,165.86,1.03,,ST,
2.27,-53.23,310.99,1.00,,ICT,
2.27,-52.31,313.51,1.00,,ICT,
2.27,-43.94,358.31,1.00,,DCT2,
2.27,-41.17,280.21,1.00,,FBT,
2.27,55.23,99.40,,2,FBT,
2.27,63.37,137.51,,4,ICT,
2.27,58.42,111.53,,2,FBT,
2.27,16.91,299.33,1.14,,ST,
2.27,61.33,143.94,,4,ST,
2.27,49.63,115.60,,3,DCT1,
2.27,71.96,125.50,,3,FBT,
2.27,53.94,91.67,,4,ST,
2.27,8.48,308.11,1.01,,DCT1,
2.27,68.00,231.44,,4,DCT1,
2.27,-13.19,121.72,1.10,,ST,
2.27,-10.87,281.46,1.10,,FBT,
2.27,11.72,325.36,1.00,,DCT2,
2.27,11.95,307.48,1.00,,FBT,
2.27,-6.58,336.45,1.00,,ST,
2.27,-31.25,189.40,1.00,,FBT,
2.27,-36.64,149.82,1.01,,FBT,
2.27,1.86,285.11,1.02,,ICT,
2.27,59.00,209.61,,3,ICT,
2.27,74.71,165.24,,2,ET,
2.27,34.34,188.64,1.19,,FBT,
2.27,-49.96,349.48,1.02,,DCT2,
2.27,1.67,239.04,,4,DCT1,
2.27,-30.92,155.19,1.00,,DCT2,
2.27,-57.42,102.89,,2,ICT,
2.27,13.85,172.00,1.00,,FBT,
2.27,-7.33,173.38,1.00,,ET,
2.27,56.25,163.78,,3,ET,
2.26,-28.31,230.74,,3,ICT,
2.26,-0.81,284.67,1.02,,ICT,
2.26,-2.14,121.53,1.02,,DCT1,
2.26,1.92,127.68,1.01,,ICT,
2.26,17.26,171.75,1.00,,FBT,
2.26,-20.64,136.88,1.00,,ST,
2.26,58.56,109.71,,3,ST,
2.26,2.24,290.86,1.00,,ICT,
2.26,73.68,208.58,,3,ET,
2.26,76.50,196.90,,2,ST,
2.26,-39.62,353.91,1.00,,FBT,
2.26,8.26,96.94,,4,DCT2,
2.26,66.34,235.81,,2,DCT2,
2.26,-24.67,152.83,1.00,,ICT,
2.26,61.65,227.77,,1,ST,
2.26,54.91,130.00,,4,FBT,
2.26,84.31,196.80,,2,ICT,
2.26,-19.83,128.59,1.00,,FBT,
2.26,-16.41,124.52,1.00,,ST,
2.26,-15.19,272.24,1.00,,DCT2,
2.26,-41.93,106.21,,2,FBT,
2.26,74.89,117.86,,2,ST,
2.26,-18.87,82.03,1.00,,ET,
2.26,-16.56,68.20,1.01,,ET,
2.26,-18.39,282.51,1.02,,DCT1,
2.26,65.59,129.71,,3 ellipse,ST,
2.26,72.80,137.98,,3,ST,
2.26,68.08,69.78,,2,FBT,
2.26,48.76,89.54,,3,DCT1,
2.26,-19.14,84.37,1.00,,DCT1,
2.26,-18.07,92.56,1.00,,ST,
2.26,-16.43,299.98,1.00,,ST,
2.26,-1.21,126.66,1.01,,FBT,
2.26,63.64,112.67,,2,ST,
2.25,18.51,136.33,1.00,,ST,
2.25,53.09,82.83,,2,ST,
2.25,-34.92,226.62,,3,ST,
2.25,58.01,87.15,,3,ST,
2.25,35.94,109.81,,3 ellipse,ST,
2.25,17.76,39.01,1.00,,ICT,
2.25,-3.16,282.04,1.15,,ST,
2.25,69.29,142.63,,3,ST,
2.25,59.51,112.28,,1,ICT,
2.25,-42.15,102.28,,2,FBT,
2.25,-29.54,168.94,,3,ST,
2.25,40.15,305.08,1.36,,ET,
2.25,53.35,98.36,,2,DCT1,
2.25,46.36,115.41,,3,ICT,
2.25,-35.79,279.40,1.20,,FBT,
2.25,25.66,190.81,1.14,,ST,
2.25,-33.08,134.64,1.00,,ST,
2.25,57.49,162.23,,3,FBT,
2.25,75.10,111.82,,3,ICT,
2.25,34.69,341.62,1.09,,ET,
2.25,-38.20,158.48,,4,DCT1,
2.25,-4.93,161.08,1.00,,DCT1,
2.25,38.14,108.51,,3,ICT,
2.25,31.07,356.87,1.00,,ET,
2.25,55.24,180.72,1.20,,ICT,
2.25,-3.19,128.02,1.03,,ST,
2.25,65.95,82.82,,3,ICT,
2.25,41.68,110.67,,3,DCT2,
2.25,-20.09,276.41,1.10,,ST,
2.25,34.68,87.54,,2,ST,
2.25,60.65,156.02,,4,ST,
2.24,-33.80,99.15,,3 ellipse,FBT,
2.24,-12.48,120.11,1.23,,ST,
2.24,-13.83,281.64,1.23,,DCT1,
2.24,41.87,301.28,1.09,,ST,
2.24,48.03,251.14,,3,FBT,
2.24,74.05,127.65,,3,ST,
2.24,59.89,133.34,,3,FBT,
2.24,69.73,150.85,,3,FBT,
2.24,19.11,140.61,1.23,,DCT1,
2.24,52.00,148.17,,1,DCT1,
2.24,34.92,107.92,,3,DCT1,
2.24,36.49,298.85,1.00,,ST,
2.24,64.25,46.29,,3,DCT1,
2.24,55.16,147.21,,4,ST,
2.24,28.00,314.57,1.04,,FBT,
2.24,1.92,182.72,1.00,,ICT,
2.24,61.27,144.17,,4,DCT1,
2.24,32.42,324.55,1.33,,ICT,
2.23,54.71,91.65,,3,ICT,
2.23,59.54,150.73,,4,DCT1,
2.23,-51.50,101.67,,2,ICT,
2.23,39.66,336.95,1.13,,ST,
2.23,58.67,129.73,,2,DCT1,
2.23,39.72,107.68,,3,ET,
2.23,-8.79,152.10,1.01,,ICT,
2.23,59.13,352.22,1.09,,ST,
2.23,55.75,245.23,,1,DCT1,
2.23,38.27,108.55,,3,ICT,
2.23,34.82,88.16,,1,ICT,
2.23,-31.46,165.34,,2,FBT,
2.23,-12.82,146.42,1.00,,ST,
2.23,-12.77,309.67,1.00,,ST,
2.23,56.13,143.50,,4,ICT,
2.23,34.61,108.43,,4,FBT,
2.23,-32.17,267.26,1.07,,ICT,
2.23,37.87,99.04,,3,ST,
2.23,-9.97,121.47,1.01,,DCT1,
2.23,-8.95,142.55,1.23,,ICT,
2.23,15.31,134.67,1.00,,ST,
2.23,58.48,107.60,,3,ST,
2.23,71.72,148.05,,3,ST,
2.23,-58.09,338.24,1.00,,ST,
2.23,-58.79,340.22,1.00,,ST,
2.23,-0.86,97.69,,2,DCT1,
2.23,60.61,74.38,,1,FBT,
2.23,2.67,236.49,,2,ICT,
2.23,31.06,104.06,,4,ST,
2.22,52.50,301.27,,3,ST,
2.22,-13.55,142.14,1.00,,FBT,
2.22,16.72,320.30,1.00,,ST,
2.22,-45.66,212.36,1.00,,FBT,
2.22,54.14,94.79,,1,FBT,
2.22,-6.71,235.72,,3,ST,
2.22,61.31,195.66,,4,ICT,
2.22,-25.19,165.61,1.00,,ST,
2.22,-22.68,164.89,1.00,,FBT,
2.22,3.19,164.33,1.01,,DCT2,
2.22,36.47,82.35,,2,ICT,
2.22,59.21,135.94,,4,ICT,
2.22,41.67,184.63,1.15,,ICT,
2.22,66.51,80.27,,1,ST,
2.22,51.74,354.73,1.11,,DCT1,
2.22,55.90,352.67,1.04,,DCT2,
2.22,34.23,84.59,,3,ST,
2.22,-72.26,69.41,1.06,,ICT,
2.22,-16.73,146.18,1.00,,ICT,
2.22,-33.73,164.47,,4,ST,
2.22,2.09,237.85,,3,ST,
2.21,39.30,90.22,,3,ICT,
2.21,13.01,126.78,1.45,,ICT,
2.21,72.40,168.09,,3,FBT,
2.21,10.62,183.44,1.00,,ST,
2.21,65.82,213.17,,4,ST,
2.21,68.38,193.08,,2,DCT1,
2.21,48.47,87.32,,3,ICT,
2.21,-60.29,285.87,1.00,,DCT2,
2.21,52.62,238.24,,3,DCT2,
2.21,-16.60,234.47,,4,ST,
2.21,69.76,155.26,,3,FBT,
2.21,-2.54,92.40,1.00,,FBT,
2.21,5.93,167.72,1.00,,FBT,
2.21,9.92,307.86,1.00,,DCT1,
2.21,-4.90,315.12,1.00,,FBT,
2.21,36.20,183.10,1.26,,FBT,
2.21,-26.81,260.85,1.00,,ST,
2.21,40.77,98.93,,3,ICT,
2.21,8.57,123.29,1.03,,DCT2,
2.21,2.30,116.16,1.01,,ICT,
2.21,67.82,74.01,,2,ST,
2.21,62.20,132.56,,3,ST,
2.21,-24.88,271.80,1.00,,ST,
2.21,49.96,306.95,,1 ellipse,ST,
2.21,71.10,171.07,,2,DCT1,
2.21,61.10,143.18,,3,ICT,
2.21,54.43,95.70,,3,FBT,
2.21,-21.75,233.43,,secondary 3,DCT1,
2.21,71.21,146.81,,3,DCT1,
2.21,77.69,206.58,,2,ST,
2.21,61.99,232.72,,4,ICT,
2.21,33.91,107.42,,4 ellipse,DCT1,
2.21,63.01,97.53,,secondary 3,FBT,
2.20,58.68,92.91,,2,ST,
2.20,17.84,116.75,1.00,,DCT2,
2.20,-26.78,266.08,1.00,,ST,
2.20,17.47,113.49,1.00,,ST,
2.20,-70.16,43.48,1.01,,ST,
2.20,54.14,63.33,,1,ICT,
2.20,2.94,312.33,1.00,,ST,
2.20,-35.68,343.38,1.00,,ICT,
2.20,-21.32,233.31,,secondary 2,ICT,
2.20,60.19,351.86,1.04,,FBT,
2.20,10.09,182.37,1.03,,ICT,
2.20,-69.10,40.74,1.08,,ICT,
2.20,-2.79,149.64,1.00,,ICT,
2.20,8.26,195.40,1.00,,ICT,
2.20,8.36,64.33,1.02,,ICT,
2.20,-2.88,91.40,1.03,,ICT,
2.20,9.12,182.45,1.03,,ICT,
2.20,2.58,147.37,1.00,,ST,
2.20,2.66,164.35,1.00,,ST,
2.20,2.63,326.26,1.00,,ICT,
2.20,0.68,337.41,1.00,,FBT,
2.20,63.76,165.65,,3,ST,
2.20,65.59,122.79,,4,ST,
2.20,64.81,79.98,,3,ICT,
2.20,-44.94,216.23,1.00,,DCT1,
2.20,-17.59,234.68,,3,DCT1,
2.20,-19.98,235.54,,4,ICT,
2.20,65.16,169.02,,4,ICT,
2.20,13.52,306.49,1.04,,ICT,
2.20,61.07,76.10,,1,ICT,
2.20,38.62,84.39,,2,DCT1,
2.20,-45.95,338.46,1.00,,FBT,
2.20,35.06,97.32,,secondary 2,ST,
2.20,73.52,144.70,,3 ellipse,ST,
2.19,-22.39,185.37,1.00,,FBT,
2.19,36.39,99.01,,3,ST,
2.19,58.97,130.41,,3,DCT1,
2.19,44.66,117.00,,3,ICT,
2.19,48.21,113.18,,4,ST,
2.19,36.55,106.31,,3,ST,
2.19,5.56,84.10,1.00,,ST,
2.19,-2.28,80.52,1.00,,ST,
2.19,9.80,138.91,1.00,,DCT1,
2.19,-1.64,147.24,1.00,,FBT,
2.19,9.45,196.34,1.00,,ST,
2.19,8.08,285.29,1.00,,ST,
2.19,-5.23,346.09,1.00,,ST,
2.19,0.05,160.18,1.00,,ICT,
2.19,9.97,212.20,1.02,,ICT,
2.19,-15.31,158.41,1.00,,ICT,
2.19,-15.89,164.24,1.00,,ICT,
2.19,63.91,95.62,,1,ICT,
2.19,40.69,94.36,,3,ICT,
2.19,46.98,113.06,,1,ICT,
2.19,0.51,336.96,1.14,,ST,
2.19,55.94,176.36,,4,ST,
2.19,42.64,110.27,,2,ST,
2.19,-1.74,327.07,1.00,,ICT,
2.19,-37.79,147.24,1.06,,ST,
2.19,-26.91,272.57,1.11,,DCT2,
2.19,55.42,303.51,,3 ellipse,ICT,
2.19,-14.12,194.89,1.00,,ET,
2.19,19.62,302.52,1.00,,ICT,
2.19,67.24,106.04,,2,FBT,
2.19,77.21,188.49,,4,FBT,
2.19,-27.10,320.45,1.00,,ICT,
2.19,8.50,213.38,1.04,,ST,
2.19,6.23,191.57,1.00,,DCT1,
2.19,-2.71,286.34,1.00,,FBT,
2.19,-14.68,281.52,1.01,,ICT,
2.19,-51.23,312.47,1.00,,FBT,
2.19,13.65,306.80,1.00,,ICT,
2.19,-11.35,232.48,,3,FBT,
2.19,56.28,166.90,,3,FBT,
2.19,-61.32,346.04,1.00,,FBT,
2.19,62.72,73.31,,3,FBT,
2.19,1.28,235.99,,3,DCT1,
2.19,56.83,148.62,,2,ICT,
2.19,63.38,121.92,,2,ST,
2.18,-5.41,126.66,1.00,,FBT,
2.18,9.34,213.06,1.00,,ST,
2.18,-5.84,353.40,1.00,,DCT1,
2.18,70.45,150.65,,3,ST,
2.18,-2.67,131.19,1.07,,ICT,
2.18,-13.11,119.32,1.15,,ICT,
2.18,-13.39,305.66,1.14,,DCT1,
2.18,66.10,208.21,,2,ST,
2.18,54.43,133.55,,3,ST,
2.18,-29.81,219.88,1.00,,FBT,
2.18,-30.28,312.10,1.00,,DCT2,
2.18,-66.59,300.84,1.06,,DCT1,
2.18,66.92,104.40,,3,FBT,
2.18,63.57,55.99,,3,FBT,
2.18,40.22,90.78,,2,FBT,
2.18,24.30,313.53,1.19,,ST,
2.18,51.46,129.25,,4,ICT,
2.18,67.73,112.23,,3,ST,
2.18,53.74,64.29,,3,ICT,
2.18,39.45,81.51,,2,ST,
2.18,-12.96,139.64,1.07,,ST,
2.18,82.69,130.12,,2,ST,
2.18,-37.50,345.14,1.00,,ST,
2.18,-14.70,67.29,1.14,,ST,
2.18,56.86,226.48,,2,DCT1,
2.18,71.41,183.86,,2,ICT,
2.18,78.21,122.98,,3,ST,
2.18,0.20,163.37,1.11,,FBT,
2.17,18.75,29.92,1.06,,DCT1,
2.17,54.52,227.39,,4,DCT1,
2.17,73.29,143.50,,4,ICT,
2.17,51.81,120.10,,3,ICT,
2.17,25.76,209.29,1.06,,FBT,
2.17,37.50,85.64,,3,DCT1,
2.17,69.56,225.41,,3,ST,
2.17,-13.28,170.71,1.00,,DCT2,
2.17,53.65,308.26,,1 ellipse,ST,
2.17,50.34,143.12,,1 ellipse,DCT2,
2.17,14.20,307.23,1.00,,ICT,
2.17,-18.69,67.33,1.07,,FBT,
2.17,66.52,10.72,,2,DCT1,
2.17,-49.23,329.09,1.00,,FBT,
2.17,-8.00,236.25,,4,ST,
2.17,78.40,152.26,,2,ICT,
2.17,29.56,292.76,1.18,,FBT,
2.17,53.88,79.12,,3,FBT,
2.17,60.46,164.61,,2,DCT1,
2.17,75.73,161.82,,3,FBT,
2.17,11.99,116.98,1.11,,ST,
2.17,40.83,192.40,1.00,,DCT1,
2.16,-36.52,297.77,1.02,,DCT1,
2.16,75.36,177.50,,3,ST,
2.16,-17.02,85.33,1.00,,DCT2,
2.16,-19.44,304.36,1.00,,FBT,
2.16,1.98,167.48,1.00,,DCT1,
2.16,-21.39,190.77,1.00,,FBT,
2.16,54.83,157.59,,1 ellipse,ST,
2.16,26.22,357.90,1.05,,ICT,
2.16,-21.33,149.60,1.04,,ICT,
2.16,53.37,63.91,,3,DCT1,
2.16,-19.18,51.26,1.07,,ICT,
2.16,62.53,3.84,,3,ICT,
2.16,50.59,129.07,,3,ICT,
2.16,60.98,136.77,,3,ST,
2.16,73.76,153.14,,2,ST,
2.16,17.13,182.83,1.19,,DCT1,
2.16,-21.69,129.38,1.00,,DCT1,
2.16,-53.11,100.53,,1,ICT,
2.16,53.61,100.69,,2,ICT,
2.16,-20.07,231.58,,3,ET,
2.16,-18.83,234.83,,3,ET,
2.16,-32.40,234.07,,4,ST,
2.16,63.28,153.81,,4,ICT,
2.16,13.75,171.01,1.00,,ICT,
2.16,-7.75,279.08,1.00,,DCT1,
2.16,22.65,341.27,1.13,,FBT,
2.16,11.14,214.34,1.06,,ICT,
2.16,-54.06,330.90,1.00,,ICT,
2.16,-56.71,333.82,1.00,,ICT,
2.16,63.65,166.05,,3,FBT,
2.16,40.76,91.20,,1,FBT,
2.16,35.30,354.35,1.08,,DCT1,
2.16,-3.00,235.64,,4,ST,
2.16,75.37,120.09,,3,ICT,
2.16,-2.20,291.37,1.00,,FBT,
2.16,53.86,293.71,,2,DCT1,
2.16,43.18,114.76,,3,FBT,
2.15,-51.97,353.40,1.00,,FBT,
2.15,55.52,113.53,,2,ST,
2.15,61.78,111.32,,3 ellipse,ICT,
2.15,24.35,323.77,1.06,,ST,
2.15,63.70,230.80,,2 ellipse,ST,
2.15,57.74,109.60,,3,ICT,
2.15,33.20,94.35,,2,ST,
2.15,17.93,119.61,1.33,,DCT2,
2.15,56.69,147.15,,2,ST,
2.15,66.20,228.96,,3,ST,
2.15,-34.79,308.56,1.00,,DCT1,
2.15,59.26,100.05,,2,DCT2,
2.15,68.02,226.22,,2,FBT,
2.15,65.31,143.46,,4,ST,
2.15,38.22,110.70,,3,ST,
2.15,67.60,142.84,,2,DCT2,
2.15,-30.47,150.00,1.00,,DCT1,
2.15,-32.29,301.39,1.00,,DCT1,
2.15,-24.20,143.35,1.00,,FBT,
2.15,1.69,145.86,1.10,,ET,
2.15,-58.88,342.95,1.00,,ET,
2.15,-56.86,342.15,1.00,,ST,
2.15,-58.28,338.99,1.00,,ICT,
2.15,50.17,137.32,,1,ICT,
2.15,69.73,141.56,,3,ICT,
2.15,-43.36,323.89,1.00,,DCT1,
2.15,63.72,97.50,,1,DCT1,
2.15,5.82,5.34,1.05,,FBT,
2.15,64.26,163.60,,4,ST,
2.15,69.77,151.30,,4,ICT,
2.14,48.88,69.34,,2,DCT1,
2.14,-25.99,139.48,1.00,,DCT1,
2.14,26.65,195.02,1.13,,ST,
2.14,-11.45,142.67,1.05,,ET,
2.14,-6.86,235.69,,4,DCT2,
2.14,51.89,62.86,,2,ST,
2.14,7.69,185.73,1.01,,FBT,
2.14,73.72,140.97,,4,ICT,
2.14,31.21,327.57,1.04,,ICT,
2.14,73.12,146.89,,4,DCT1,
2.14,0.12,318.70,1.00,,ICT,
2.14,-30.30,269.46,1.00,,DCT1,
2.14,-70.33,32.67,1.02,,FBT,
2.14,16.69,150.40,1.05,,ICT,
2.14,-34.98,100.96,,1,ICT,
2.14,74.34,110.67,,4,ICT,
2.14,3.33,115.73,1.00,,ET,
2.14,1.31,165.39,1.00,,FBT,
2.14,0.94,297.79,1.00,,ST,
2.14,69.41,125.87,,3,ICT,
2.13,-13.95,145.99,1.03,,DCT1,
2.13,71.52,236.13,,3,ICT,
2.13,-11.77,67.98,1.00,,DCT2,
2.13,35.19,84.01,,3,ST,
2.13,-1.38,165.37,1.00,,ST,
2.13,-2.75,310.13,1.00,,FBT,
2.13,70.84,157.16,,4,ICT,
2.13,53.40,79.62,,2,DCT1,
2.13,1.44,317.31,1.21,,ST,
2.13,12.38,169.75,1.00,,FBT,
2.13,38.34,82.05,,3,ICT,
2.13,61.21,225.39,,2,ST,
2.13,11.67,191.79,1.05,,DCT2,
2.13,-23.72,281.75,1.00,,ICT,
2.13,-16.94,234.72,,3,FBT,
2.13,-18.85,235.51,,2,ICT,
2.13,-39.22,155.43,,2,ICT,
2.13,39.78,304.80,1.18,,ET,
2.13,-38.24,158.03,,3,FBT,
2.13,16.43,139.36,1.06,,ET,
2.13,-16.26,184.64,1.00,,ST,
2.13,4.25,209.35,1.00,,ICT,
2.13,4.72,187.57,1.00,,ICT,
2.13,63.30,114.00,,3,ICT,
2.12,11.47,124.89,1.21,,ST,
2.12,-30.70,231.14,,3,ST,
2.12,49.92,115.47,,3,ST,
2.12,7.30,301.41,1.02,,ICT,
