Diameter,Latitude,Longitude (West),Axial Ratio,Degradation,Geol. Unit,Note
4.93,-13.73,321.47,1.04,,ICT,
4.93,-12.69,64.98,1.22,,ST,
4.93,-55.70,337.49,1.00,,FBT,
4.93,-6.29,69.49,1.16,,ST,
4.92,22.51,91.18,,2,ST,
4.92,20.37,151.08,1.06,,ICT,
4.92,8.11,251.45,1.08,,ICT,
4.92,-52.77,12.63,1.04,,ICT,
4.92,-59.08,118.62,1.51,,ET,
4.92,23.57,48.23,1.07,,ICT,
4.92,-24.36,314.36,1.04,,FBT,
4.92,61.62,163.34,,3,DCT1,
4.92,30.32,296.51,1.02,,FBT,
4.92,19.81,168.13,1.09,,DCT2,
4.92,-16.22,58.50,1.00,,ST,
4.92,67.63,141.59,,3,DCT1,
4.92,-7.81,165.66,1.05,,ICT,
4.92,-3.90,350.27,1.04,,ICT,
4.92,42.39,189.69,1.01,,DCT2,
4.92,40.79,102.38,,2 ellipse,ST,
4.92,37.15,277.80,1.07,,FBT,
4.92,-61.65,36.84,1.00,,ICT,
4.92,-33.25,238.59,1.23,,ICT,
4.92,21.91,57.70,1.02,,ICT,
4.92,11.56,249.17,1.10,,FBT,
4.92,18.17,64.88,1.05,,ST,
4.92,55.05,266.59,1.09,,FBT,
4.91,39.29,304.45,1.19,,FBT,
4.91,39.85,41.91,1.16,,ICT,
4.91,74.06,131.55,,2 ellipse,DCT1,
4.91,0.27,46.33,1.35,,ICT,
4.91,19.98,106.53,1.26,,ST,
4.91,-33.15,286.50,1.02,,FBT,
4.91,-23.62,170.00,,1,ICT,
4.91,26.26,96.36,,3,ST,
4.91,1.71,89.98,1.03,,ST,
4.91,32.03,302.06,1.19,,ICT,
4.91,3.42,278.72,1.13,,FBT,
4.91,-67.65,45.57,1.19,,ICT,
4.91,14.45,168.96,1.00,,ICT,
4.91,-44.52,255.88,1.24,,ICT,
4.91,-12.39,31.73,1.02,,RBT,
4.91,5.73,72.85,1.00,,ST,
4.91,-16.41,258.14,1.17,,ICT,
4.90,-43.12,339.15,1.10,,ICT,
4.90,20.72,145.09,1.16,,ICT,
4.90,39.04,148.86,1.20,,DCT2,
4.90,-28.18,189.74,1.00,,ICT,
4.90,30.22,326.20,1.00,,ICT,
4.90,-68.68,351.77,1.03,,ICT,
4.90,-6.88,85.42,1.08,,ST,
4.90,4.91,129.31,1.00,,ST,
4.90,4.47,157.72,1.02,,ICT,
4.90,-27.41,249.92,1.18,,ICT,
4.90,-8.15,81.17,1.22,,ST,
4.90,56.14,347.33,1.21,,ICT,
4.90,-25.73,352.64,1.00,,ICT,
4.90,8.05,32.92,1.08,,ICT,
4.90,39.89,103.40,,3,ST,
4.90,27.17,49.75,1.00,,ICT,
4.89,1.91,154.20,1.06,,ICT,
4.89,31.78,127.90,1.15,,ST,
4.89,28.26,161.00,1.13,,DCT2,
4.89,28.57,150.90,1.04,,DCT2,
4.89,-24.48,166.45,1.00,,ICT,
4.89,-32.92,226.63,1.01,,ICT,
4.89,-12.13,189.51,1.00,,ICT,
4.89,13.07,112.02,1.00,,ST,
4.89,11.98,121.35,1.29,,ST,
4.89,36.12,144.86,1.01,,DCT2,
4.89,13.34,184.75,1.09,,ICT,
4.89,38.82,212.52,1.13,,DCT2,
4.89,21.79,52.03,1.18,,ICT,
4.89,6.47,63.09,1.00,,ST,
4.88,-28.63,277.22,1.00,,FBT,
4.88,44.08,1.21,1.48,,ICT,
4.88,-6.64,169.72,1.00,,ICT,
4.88,22.54,135.55,1.02,,ST,
4.88,33.55,258.14,,3,FBT,
4.88,-6.65,268.35,1.24,,FBT,
4.88,23.41,198.63,1.11,,DCT2,
4.88,43.97,134.04,1.03,,ST,
4.88,-31.77,316.27,1.02,,FBT,
4.88,-22.09,125.96,1.03,,ST,
4.88,52.30,267.91,1.04,,FBT,
4.88,-67.62,26.38,1.08,,ICT,
4.87,-0.54,192.13,1.00,,ICT,
4.87,27.04,83.63,,secondary 2,ST,
4.87,31.24,141.00,1.29,,ST,
4.87,15.19,170.38,1.09,,ICT,
4.87,0.79,251.52,1.29,,ICT,
4.87,-56.13,341.69,1.00,,ICT,
4.87,64.11,200.82,,3,DCT2,
4.87,52.76,243.42,1.03,,FBT,
4.87,22.89,176.95,1.07,,ICT,
4.87,27.73,263.46,,1,FBT,
4.87,-68.05,311.93,1.21,,FBT,
4.87,-12.72,173.48,1.02,,ICT,
4.87,2.86,236.15,,3 ellipse,FBT,
4.87,59.74,35.49,1.10,,ICT,
4.87,19.75,47.79,1.09,,ICT,
4.86,57.96,104.98,,3 ellipse,ST,
4.86,-6.92,154.47,1.30,,ICT,
4.86,-46.71,149.96,1.31,,ET,
4.86,5.33,49.30,1.20,,ICT,
4.86,74.66,169.16,,4,DCT1,
4.86,45.86,143.53,1.17,,DCT2,
4.86,23.86,205.38,1.20,,DCT2,
4.86,14.89,108.57,1.20,,ST,
4.86,56.11,265.30,1.06,,FBT,
4.86,37.19,129.17,1.00,,ST,
4.86,9.31,109.41,1.00,,ST,
4.86,8.17,271.81,1.04,,FBT,
4.86,13.80,30.53,1.03,,ICT,
4.86,-48.24,19.43,1.01,,ICT,
4.86,7.10,5.53,1.09,,ICT,
4.86,64.11,354.25,1.18,,ICT,
4.86,56.02,137.64,,4,DCT1,
4.86,-17.49,201.77,1.19,,ICT,
4.86,28.64,171.28,1.09,,DCT2,
4.85,27.87,43.80,1.04,,ICT,
4.85,-17.33,245.99,1.28,,ICT,
4.85,20.66,221.80,1.09,,FBT,
4.85,-11.14,189.43,1.17,,ICT,
4.85,41.71,183.92,1.02,,DCT2,
4.85,51.66,65.14,,2,ST,
4.85,16.20,113.42,1.00,,ST,
4.85,-20.59,290.38,1.03,,FBT,
4.85,72.53,180.37,,3,DCT1,
4.85,-5.41,255.05,1.12,,ICT,
4.85,41.79,85.39,,2,ST,
4.85,27.75,39.10,1.21,,ICT,
4.85,-12.30,122.34,1.17,,ST,
4.85,49.92,93.71,,4,ST,
4.85,5.19,56.36,1.00,,ST,
4.85,38.33,95.32,,2,ST,
4.85,3.11,146.55,1.02,,ST,
4.85,34.90,34.58,1.08,,ICT,
4.84,65.53,89.94,,3,ST,
4.84,-26.92,235.85,1.01,,ICT,
4.84,-36.39,320.31,1.21,,FBT,
4.84,46.07,86.12,,1,ST,
4.84,9.80,107.43,1.26,,ST,
4.84,59.80,101.89,,secondary 2,ST,
4.84,-39.85,50.35,1.00,,ST,
4.84,50.39,116.80,,3,ST,
4.84,46.51,93.59,,secondary 2,ST,
4.84,61.13,154.71,,4,DCT1,
4.84,50.42,6.02,1.00,,ICT,
4.84,31.80,35.17,1.24,,ICT,
4.84,22.96,94.40,,2,ST,
4.84,52.00,38.18,1.38,,ICT,
4.84,-45.08,263.04,1.12,,FBT,
4.84,19.21,58.94,1.02,,ST,
4.84,-38.80,254.19,1.03,,ICT,
4.84,-32.52,86.83,1.00,,ST,
4.84,24.33,174.66,1.07,,DCT2,
4.83,-8.37,224.16,1.02,,FBT,
4.83,44.91,112.36,,3,ST,
4.83,-31.58,40.81,1.11,,ICT,
4.83,-9.92,89.66,1.04,,ST,
4.83,22.26,335.41,1.00,,ICT,
4.83,72.42,139.12,,3,DCT1,
4.83,-40.48,8.17,1.07,,ICT,
4.83,27.59,173.12,1.24,,DCT2,
4.83,53.68,30.31,1.06,,ICT,
4.83,-47.80,309.87,1.00,,FBT,
4.83,-27.29,166.34,,3,ICT,
4.83,-29.13,239.12,1.05,,ICT,
4.83,42.98,184.92,1.04,,DCT2,
4.83,-48.97,75.21,1.00,,ST,
4.83,43.79,285.37,1.00,,FBT,
4.83,17.36,34.75,1.13,,ICT,
4.83,-42.01,39.99,1.07,,ICT,
4.83,53.78,62.97,,2,ICT,
4.83,42.50,100.36,,1,ST,
4.83,-5.74,220.05,,,FBT,
4.83,-12.63,85.40,1.00,,ST,
4.83,47.58,140.48,1.13,,DCT2,
4.83,-32.01,75.18,1.00,,ST,
4.83,32.98,135.96,1.07,,ST,
4.83,18.59,122.43,1.15,,ST,
4.83,0.94,59.71,1.00,,ST,
4.83,41.96,56.75,1.07,,ICT,
4.83,56.94,77.83,,1,ST,
4.83,82.62,167.63,,3,DCT1,
4.82,-8.19,321.06,1.04,,ICT,
4.82,1.19,37.76,1.19,,ICT,
4.82,-18.90,232.52,,4,FBT,
4.82,-23.97,221.24,1.07,,FBT,
4.82,-51.91,349.24,1.00,,ICT,
4.82,69.87,188.56,,3,DCT2,
4.82,-53.61,11.40,1.04,,ICT,
4.82,-28.89,220.43,1.27,,FBT,
4.82,12.18,52.85,1.21,,ICT,
4.82,-23.80,264.65,1.01,,ICT,
4.82,-40.75,39.97,1.00,,ICT,
4.82,36.25,171.26,1.14,,DCT2,
4.82,64.57,120.16,,2,ST,
4.81,39.92,58.55,1.03,,ICT,
4.81,19.50,225.97,1.03,,FBT,
4.81,60.64,148.47,,3,DCT1,
4.81,31.38,99.41,,3,ST,
4.81,18.47,38.79,1.00,,FBT,
4.81,15.55,290.56,1.00,,ICT,
4.81,23.05,140.70,1.06,,ST,
4.81,47.68,83.48,,2,ST,
4.81,3.23,136.76,1.06,,ST,
4.81,-54.21,356.22,1.21,,ICT,
4.81,16.39,76.38,1.05,,ST,
4.81,-3.37,161.54,1.01,,ICT,
4.81,20.46,92.04,,3,ST,
4.81,62.85,348.77,1.59,,ICT,
4.81,65.24,353.28,1.15,,ICT,
4.81,67.42,111.29,,2,ST,
4.81,25.53,303.27,1.10,,ICT,
4.81,-56.69,24.29,1.01,,ICT,
4.81,-30.87,161.75,,2,ICT,
4.81,41.53,35.75,1.14,,ICT,
4.81,-41.10,269.67,1.00,,FBT,
4.80,25.37,211.32,1.00,,DCT2,
4.80,-16.18,113.68,1.12,,ST,
4.80,4.64,58.49,1.09,,ST,
4.80,4.37,74.07,1.00,,ST,
4.80,62.55,14.25,,2,ICT,
4.80,46.26,31.08,1.14,,ICT,
4.80,21.40,55.71,1.19,,ICT,
4.80,-1.03,252.69,1.01,,ICT,
4.80,-52.40,275.91,1.02,,FBT,
4.80,-30.86,275.01,1.00,,ICT,
4.80,-15.69,159.65,1.00,,ICT,
4.80,42.79,140.31,1.14,,DCT2,
4.80,-27.63,207.98,1.05,,ICT,
4.80,-33.44,160.64,,2,ET,
4.80,8.33,191.64,1.13,,ICT,
4.80,-5.11,124.52,1.00,,ST,
4.80,-1.41,116.86,1.00,,ST,
4.80,8.65,142.96,1.00,,ST,
4.80,41.65,347.43,1.00,,ICT,
4.80,50.85,92.28,,4,ST,
4.80,38.78,347.16,1.00,,ICT,
4.80,-57.04,333.92,1.00,,FBT,
4.80,33.31,140.19,1.00,,ST,
4.80,-19.35,236.67,1.08,,ICT,
4.80,-14.74,151.86,1.04,,ICT,
4.80,32.27,176.12,1.18,,DCT2,
4.80,64.81,8.00,,1,ICT,
4.79,62.73,57.07,,3,ICT,
4.79,14.90,33.34,1.08,,ICT,
4.79,-40.92,33.33,1.14,,ICT,
4.79,14.98,242.99,1.28,,FBT,
4.79,-28.76,218.97,1.06,,FBT,
4.79,22.06,10.06,1.05,,ICT,
4.79,31.59,135.67,1.22,,ST,
4.79,-27.05,232.02,,4,ICT,
4.79,4.17,42.95,1.02,,ICT,
4.79,-18.62,164.72,1.00,,ICT,
4.79,-50.40,260.16,1.09,,FBT,
4.79,-10.38,50.67,1.03,,ST,
4.79,-27.73,281.45,1.00,,FBT,
4.79,-34.54,309.78,1.00,,FBT,
4.79,8.03,258.45,1.29,,ICT,
4.79,-20.29,219.49,1.15,,FBT,
4.79,-31.11,167.05,,3,ICT,
4.79,-66.65,354.34,1.02,,ICT,
4.79,34.87,90.70,,2,ST,
4.79,66.43,214.39,,4,DCT2,
4.79,6.00,179.49,1.00,,ICT,
4.79,-10.13,342.78,1.02,,ICT,
4.79,18.64,133.50,1.10,,ST,
4.78,5.37,244.63,1.22,,FBT,
4.78,-54.29,109.50,,3,ET,
4.78,-59.86,258.60,1.05,,FBT,
4.78,-18.80,205.51,1.19,,FBT,
4.78,-7.40,210.88,1.17,,FBT,
4.78,20.93,276.24,1.19,,FBT,
4.78,25.44,40.82,1.18,,ICT,
4.78,27.77,213.92,1.02,,DCT2,
4.78,57.79,53.42,,2,ICT,
4.78,29.82,2.47,1.08,,ICT,
4.78,28.29,134.94,1.12,,ST,
4.78,-5.04,331.20,1.09,,ICT,
4.78,41.56,176.08,1.28,,DCT2,
4.78,-1.05,223.93,1.28,,FBT,
4.78,-14.68,62.53,1.02,,ST,
4.78,5.67,27.19,1.09,,ICT,
4.78,12.24,84.18,1.01,,ST,
4.78,-36.67,277.93,1.04,,FBT,
4.78,-6.88,46.40,1.04,,ICT,
4.78,-26.46,69.17,1.10,,ST,
4.78,66.64,89.19,,3,ST,
4.78,3.50,169.89,1.08,,ICT,
4.78,-40.66,9.41,1.06,,ICT,
4.78,55.02,10.76,1.07,,ICT,
4.78,58.57,144.68,,3,DCT1,
4.78,11.87,222.62,1.09,,FBT,
4.78,55.44,62.20,,1,ICT,
4.78,70.58,241.72,,3,FBT,
4.78,55.37,97.42,,secondary 3,ST,
4.77,60.41,61.85,,3,ST,
4.77,-14.31,75.12,1.06,,ST,
4.77,19.60,36.34,1.00,,ICT,
4.77,19.83,176.60,1.00,,ICT,
4.77,42.65,36.09,1.00,,ICT,
4.77,-28.01,167.07,,3,ICT,
4.77,-35.36,79.15,1.00,,ST,
4.77,-33.42,265.06,1.00,,ICT,
4.77,1.84,259.88,1.02,,ICT,
4.77,62.55,82.56,,3,ST,
4.77,31.73,97.32,,secondary 3,ST,
4.77,47.21,43.15,1.06,,ICT,
4.77,35.18,145.64,1.00,,DCT2,
4.77,-22.87,164.11,1.00,,ICT,
4.77,40.28,210.60,1.20,,DCT2,
4.77,9.58,245.78,1.04,,FBT,
4.77,16.53,59.48,1.17,,ST,
4.77,-3.09,110.63,1.04,,ST,
4.77,9.83,303.94,1.11,,FBT,
4.76,35.53,192.98,1.01,,DCT2,
4.76,-9.31,254.48,1.00,,ICT,
4.76,-20.64,245.43,1.01,,ICT,
4.76,-41.62,252.55,1.05,,ICT,
4.76,-12.19,163.59,1.24,,ICT,
4.76,38.66,2.24,1.02,,ICT,
4.76,-21.64,202.07,1.00,,FBT,
4.76,-27.66,304.38,1.00,,ICT,
4.76,-49.53,210.25,1.08,,ICT,
4.76,-53.47,352.59,1.00,,ICT,
4.76,-48.92,15.49,1.01,,ICT,
4.76,-26.43,102.89,1.00,,ST,
4.76,-51.89,358.79,1.04,,ICT,
4.76,50.40,137.81,,2 ellipse,DCT1,
4.76,-2.05,163.35,1.00,,ICT,
4.76,18.08,303.48,1.03,,FBT,
4.76,-34.45,44.35,1.31,,ICT,
4.76,35.42,97.00,,secondary 2,ST,
4.76,-27.22,91.80,1.03,,ST,
4.76,-14.19,123.67,1.04,,FBT,
4.76,-14.44,272.00,1.04,,ST,
4.76,25.35,352.88,1.02,,ICT,
4.75,-19.18,61.15,1.00,,ST,
4.75,55.45,167.40,,4,DCT1,
4.75,76.57,169.05,,3,DCT1,
4.75,-11.38,43.49,1.02,,ICT,
4.75,31.09,344.83,1.04,,ICT,
4.75,-2.35,314.28,1.00,,FBT,
4.75,61.97,137.45,,3,DCT1,
4.75,-8.01,264.66,1.16,,FBT,
4.75,80.86,214.14,,3,DCT2,
4.75,57.10,176.29,,3,DCT2,
4.75,7.27,269.24,1.05,,FBT,
4.75,-25.21,218.05,1.07,,FBT,
4.75,76.06,180.05,,4,DCT1,
4.75,-42.87,204.25,1.03,,ICT,
4.75,-54.90,341.06,1.00,,ICT,
4.75,-44.82,46.49,1.00,,ICT,
4.75,-35.67,268.43,1.06,,ICT,
4.75,-2.80,82.95,1.05,,ST,
4.75,27.96,306.66,1.00,,ICT,
4.75,-32.53,204.86,1.00,,ICT,
4.75,20.61,263.99,,1,FBT,
4.75,37.25,302.41,1.00,,FBT,
4.75,-42.76,153.70,1.05,,ET,
4.75,42.52,358.46,1.00,,ICT,
4.75,-57.14,271.39,1.01,,FBT,
4.74,40.11,188.32,1.15,,DCT2,
4.74,11.77,267.48,1.20,,ICT,
4.74,31.83,19.11,1.01,,ICT,
4.74,39.25,256.98,,3,FBT,
4.74,-8.26,153.15,1.00,,ICT,
4.74,14.01,172.75,1.00,,ICT,
4.74,-0.67,251.19,1.00,,ICT,
4.74,0.64,124.04,1.01,,ST,
4.74,60.05,123.50,,4,ST,
4.74,53.33,115.48,,4 ellipse,ST,
4.74,76.49,170.49,,1 ellipse,DCT1,
4.74,-17.97,250.63,1.04,,ICT,
4.74,2.50,168.82,1.03,,ICT,
4.74,-51.68,16.78,1.00,,ICT,
4.74,-12.94,96.80,1.04,,ST,
4.74,66.03,109.82,,3,ST,
4.74,61.48,12.33,1.10,,ICT,
4.74,67.64,220.30,,3,DCT2,
4.74,-28.09,236.20,1.06,,ICT,
4.74,31.72,102.36,,1,ST,
4.74,-47.05,74.35,1.03,,ST,
4.74,33.28,322.42,1.25,,ICT,
4.74,8.08,126.79,1.07,,ST,
4.74,33.07,306.52,1.00,,ICT,
4.74,17.33,266.04,1.09,,FBT,
4.74,-14.05,54.15,1.04,,ST,
4.74,13.30,204.14,1.00,,ICT,
4.74,40.25,94.32,,4,ST,
4.74,-28.88,195.75,1.17,,ICT,
4.74,59.81,39.11,1.09,,ICT,
4.74,-27.28,303.62,1.06,,FBT,
4.74,41.12,145.67,1.21,,DCT2,
4.74,32.51,24.27,1.44,,ICT,
4.74,34.49,127.20,1.23,,ST,
4.74,-11.14,192.65,1.04,,ICT,
4.74,6.26,68.90,1.02,,ST,
4.74,58.90,213.92,,3,DCT2,
4.73,38.51,204.29,1.04,,DCT2,
4.73,29.32,94.66,,2,ST,
4.73,-49.67,307.26,1.08,,FBT,
4.73,-7.16,191.62,1.11,,ICT,
4.73,-19.55,171.32,,3 ellipse,ICT,
4.73,-43.78,261.08,1.02,,ICT,
4.73,-7.49,46.27,1.03,,ICT,
4.73,14.54,253.46,1.23,,ICT,
4.73,-11.97,305.75,1.12,,FBT,
4.73,-22.10,102.71,1.11,,ST,
4.73,29.80,358.02,1.01,,ICT,
4.73,-21.95,221.38,1.12,,FBT,
4.73,-6.34,63.54,1.00,,ST,
4.73,-2.84,121.64,1.12,,ST,
4.73,31.68,321.80,1.01,,ICT,
4.73,39.90,334.38,1.14,,ICT,
4.73,82.07,178.00,,3,DCT1,
4.73,14.83,142.38,1.00,,ST,
4.73,-46.07,59.81,1.02,,ST,
4.73,-8.90,69.99,1.00,,ST,
4.73,0.59,321.23,1.00,,FBT,
4.73,22.43,201.56,1.12,,DCT2,
4.73,-29.32,36.68,1.01,,ICT,
4.72,48.81,26.08,1.15,,ICT,
4.72,52.47,266.02,1.03,,FBT,
4.72,38.87,95.96,,2,ST,
4.72,-6.45,253.40,1.01,,ICT,
4.72,-5.49,284.67,1.06,,FBT,
4.72,-19.14,192.46,1.00,,ICT,
4.72,9.20,79.65,1.15,,ST,
4.72,19.13,99.64,1.15,,ST,
4.72,27.33,140.70,1.04,,ST,
4.72,43.77,167.19,1.22,,DCT2,
4.72,-0.38,135.66,1.31,,ST,
4.72,35.77,311.44,1.29,,ICT,
4.72,-35.20,201.58,1.00,,ICT,
4.72,22.85,167.70,1.12,,DCT2,
4.72,23.63,86.98,,2,ST,
4.72,53.85,347.75,1.08,,ICT,
4.72,18.20,199.40,1.23,,DCT2,
4.72,74.05,232.48,,4,DCT2,
4.72,2.54,213.54,1.00,,ICT,
4.72,16.08,235.50,1.00,,FBT,
4.72,45.03,94.41,,secondary 2,ST,
4.72,35.18,136.43,1.00,,ST,
4.72,4.74,29.92,1.08,,ICT,
4.72,-7.77,258.57,1.12,,ICT,
4.71,-29.46,190.01,1.00,,ICT,
4.71,-21.91,286.18,1.01,,FBT,
4.71,-22.72,260.81,1.04,,ICT,
4.71,4.81,61.69,1.00,,ST,
4.71,2.80,127.11,1.17,,ST,
4.71,-68.67,44.03,1.03,,ICT,
4.71,63.18,172.27,,4,DCT1,
4.71,-0.56,126.67,1.15,,ST,
4.71,27.77,167.93,1.16,,DCT2,
4.71,19.92,55.91,1.00,,ICT,
4.71,10.79,120.41,1.00,,ST,
4.71,34.25,347.36,1.00,,ICT,
4.71,-23.01,259.11,1.03,,ICT,
4.71,57.98,107.59,,2,ST,
4.71,-16.25,53.66,1.01,,ST,
4.70,-29.77,216.27,1.01,,FBT,
4.70,0.81,82.89,1.09,,ST,
4.70,-38.85,214.03,1.29,,ICT,
4.70,34.25,149.26,1.14,,DCT2,
4.70,-31.21,249.26,1.04,,ICT,
4.70,-15.89,165.70,1.17,,ICT,
4.70,52.50,31.56,1.33,,ICT,
4.70,53.49,94.78,,1,ST,
4.70,48.78,261.36,1.12,,FBT,
4.70,-1.39,205.49,1.03,,ICT,
4.70,-15.94,70.76,1.00,,ST,
4.70,9.68,114.37,1.37,,ST,
4.70,44.05,331.38,1.14,,ICT,
4.70,-26.84,317.64,1.03,,FBT,
4.70,-55.02,110.31,,4,ET,
4.70,54.23,138.24,,3,DCT1,
4.69,39.77,315.21,1.02,,ICT,
4.69,-31.33,343.84,1.08,,ICT,
4.69,26.13,166.55,1.03,,DCT2,
4.69,-1.69,157.52,1.13,,ICT,
4.69,26.15,59.38,1.12,,ICT,
4.69,-23.82,86.11,1.00,,ST,
4.69,9.49,79.11,1.12,,ST,
4.69,70.28,124.81,,4,DCT1,
4.69,-19.27,104.74,1.43,,ST,
4.69,67.85,153.68,,3,DCT1,
4.69,39.11,328.64,1.00,,ICT,
4.69,7.33,2.10,1.11,,ICT,
4.69,-29.54,7.47,1.02,,RBT,
4.69,-30.23,34.60,1.06,,ICT,
4.69,-26.25,116.86,1.09,,ET,
4.69,1.33,36.99,1.17,,ICT,
4.69,-30.47,222.20,1.06,,FBT,
4.69,46.23,1.86,1.20,,ICT,
4.69,47.23,159.25,1.03,,DCT2,
4.69,-53.37,215.70,1.02,,ICT,
4.68,14.13,59.29,1.03,,ST,
4.68,41.52,48.81,1.00,,ICT,
4.68,25.76,135.49,1.12,,ST,
4.68,4.93,157.93,1.31,,ICT,
4.68,-4.03,204.27,1.01,,ICT,
4.68,-29.89,229.72,,3,ICT,
4.68,66.44,168.48,,4,DCT1,
4.68,-12.21,57.76,1.06,,ST,
4.68,-29.55,214.61,1.24,,FBT,
4.68,13.95,79.38,1.06,,ST,
4.68,-59.84,59.43,1.11,,ST,
4.68,-2.97,148.37,1.04,,ICT,
4.68,-0.84,251.60,1.04,,ICT,
4.68,-25.31,222.22,1.02,,FBT,
4.68,7.16,246.84,1.07,,FBT,
4.68,33.34,136.59,1.29,,ST,
4.68,5.69,63.47,1.16,,ST,
4.68,-48.11,56.97,1.02,,ST,
4.68,66.88,355.99,,2 ellipse,ICT,
4.68,59.81,105.75,,4,ST,
4.67,-31.08,345.58,1.06,,ICT,
4.67,34.14,176.37,1.26,,DCT2,
4.67,48.10,194.43,1.00,,DCT2,
4.67,-21.86,236.44,1.09,,ICT,
4.67,-7.53,350.50,1.08,,ICT,
4.67,14.52,167.88,1.00,,ICT,
4.67,57.63,133.48,,3,DCT1,
4.67,-6.34,126.12,1.06,,ST,
4.67,72.43,139.74,,3,DCT1,
4.67,13.16,182.11,1.08,,ICT,
4.67,48.71,91.91,,3,ST,
4.67,63.71,351.43,1.00,,ICT,
4.67,-25.60,289.20,1.00,,FBT,
4.67,-4.12,65.46,1.25,,ST,
4.67,-11.34,149.52,1.00,,ICT,
4.66,45.24,141.69,1.00,,DCT2,
4.66,15.67,11.48,1.09,,ICT,
4.66,67.24,142.08,,4,DCT1,
4.66,42.09,348.26,1.06,,ICT,
4.66,39.67,87.64,,1,ST,
4.66,-62.30,313.75,1.00,,FBT,
4.66,-15.63,74.50,1.02,,ST,
4.66,-13.13,148.79,1.03,,ICT,
4.66,-53.53,7.29,1.00,,ICT,
4.66,21.80,202.80,1.07,,DCT2,
4.66,-9.73,145.55,1.03,,ICT,
4.66,23.65,169.56,1.00,,DCT2,
4.66,61.43,187.75,,4,DCT2,
4.66,-0.01,84.66,1.18,,ST,
4.66,53.88,350.02,1.06,,ICT,
4.66,-11.89,96.28,1.23,,ST,
4.65,-14.38,253.34,1.12,,ICT,
4.65,45.35,143.51,1.14,,DCT2,
4.65,55.00,93.45,,2,ST,
4.65,18.78,105.19,1.33,,ST,
4.65,47.42,4.38,1.08,,ICT,
4.65,-26.06,42.97,1.31,,ICT,
4.65,28.03,138.42,1.04,,ST,
4.65,17.12,245.57,1.06,,FBT,
4.65,19.29,101.88,1.04,,ST,
4.65,30.63,133.33,1.26,,ST,
4.65,9.67,45.45,1.27,,ICT,
4.65,69.04,126.15,,3,DCT1,
4.65,-50.23,10.76,1.06,,ICT,
4.65,-38.73,38.67,1.11,,ICT,
4.65,19.07,325.35,1.00,,FBT,
4.65,41.80,98.11,,2,ST,
4.65,63.91,166.57,,3 ellipse,DCT1,
4.65,60.12,99.89,,3,ST,
4.64,2.81,87.34,1.09,,ST,
4.64,-19.00,51.97,1.24,,ST,
4.64,11.27,245.52,1.10,,FBT,
4.64,-25.18,2.20,1.00,,RBT,
4.64,48.33,181.18,1.13,,DCT2,
4.64,-31.22,242.26,1.06,,ICT,
4.64,75.03,235.86,,3,DCT2,
4.64,-44.58,16.54,1.06,,ICT,
4.64,18.00,268.69,1.08,,FBT,
4.64,-19.35,124.20,1.04,,ST,
4.64,51.79,33.48,1.23,,ICT,
4.64,-23.67,329.78,1.04,,FBT,
4.64,-28.15,191.46,1.02,,ICT,
4.64,52.34,133.93,,2 ellipse,ST,
4.64,-28.62,192.96,1.16,,ICT,
4.64,-33.91,245.18,1.09,,ICT,
4.64,44.17,329.80,1.09,,ICT,
4.64,4.44,200.28,1.20,,ICT,
4.64,-13.38,186.03,1.00,,ICT,
4.64,18.94,255.14,1.05,,ICT,
4.64,15.25,16.22,1.09,,ICT,
4.63,19.99,107.83,1.40,,ST,
4.63,-44.85,254.10,1.02,,ICT,
4.63,-30.12,79.18,1.18,,ST,
4.63,38.02,292.30,1.13,,FBT,
4.63,38.00,96.39,,3,ST,
4.63,3.96,273.34,1.00,,FBT,
4.63,6.45,81.51,1.02,,ST,
4.63,16.06,144.93,1.08,,ST,
4.63,-66.81,318.60,1.04,,FBT,
4.63,-49.52,233.41,1.37,,ICT,
4.63,-3.65,150.50,1.33,,ICT,
4.63,56.00,85.05,,2 ellipse,ST,
4.63,37.78,207.40,1.07,,DCT2,
4.63,11.86,181.88,1.12,,ICT,
4.63,-33.29,260.48,1.07,,ICT,
4.63,-8.28,86.37,1.00,,ST,
4.63,-5.85,131.45,1.00,,ST,
4.63,27.11,94.98,,secondary 4,ST,
4.63,-12.70,212.78,1.04,,ST,
4.63,14.90,126.06,1.00,,FBT,
4.63,9.61,106.93,1.06,,ST,
4.63,61.47,155.97,,3,ST,
4.63,44.30,114.54,,3,DCT1,
4.63,39.35,187.87,1.24,,DCT2,
4.63,-58.23,271.16,1.05,,FBT,
4.63,1.77,56.77,1.01,,ST,
4.62,-9.21,117.83,1.04,,ST,
4.62,65.17,137.29,,2,DCT1,
4.62,3.34,250.84,1.01,,FBT,
4.62,44.51,95.54,,2,ST,
4.62,-56.33,13.52,1.12,,ICT,
4.62,-3.71,46.51,1.07,,ICT,
4.62,30.01,174.34,1.19,,DCT2,
4.62,-55.78,339.11,1.00,,ICT,
4.62,11.91,85.77,1.09,,ST,
4.62,26.55,94.38,,4,ST,
4.62,-36.69,15.31,1.00,,ICT,
4.62,18.50,40.68,1.01,,ICT,
4.62,-13.43,245.54,1.22,,ICT,
4.62,41.97,105.60,,1,ST,
4.62,36.79,1.31,1.02,,ICT,
4.62,35.23,105.97,,3,ST,
4.61,13.71,135.13,1.00,,ST,
4.61,10.29,154.82,1.00,,ICT,
